FileFormat,CSV
Year,2022
Month,06
Day,24
Hour,23
Minute,29
Second,03
Pressure,,"units=mb"
Temperature,,"units=deg C"
RH,,"units=%"
Speed,,"units=m/s"
Direction,,"units=deg"
Latitude,24.9976,"units=deg"
Longitude,121.4420,"units=deg"
Altitude,9.7,"units=m"
GpsAltitude,9.7,"units=m"
Ascending,"true"
Comments,""
DataType,""
EquipmentType,"0"
PlatformType,""
PlatformId,""
Project,"PRECIP-2022"
Flight,""
PtuWindTimeDiff,"0"
RadiationCorr,"0"
TrackingType,"19"
SondeId,"no record"
SondeModel,""
Operator,""
LaunchObsSource,"unknown"
LaunchObsTime,"unknown"
SvnRevision,"V3.4.6"
SvnLastChangedDate,"Fri Apr 30 16:17:27 2021 -0600"
Agency,""
AspenVersion,"Aspen V3.4.6"
Flight,""
PlatformId,""
PlatformType,""
ProcessingTime,"22 Nov 2022 21:18 UTC"
Project,"PRECIP-2022"
QCDisclaimer,""
SondeId,"no record"
SoundingDescription,"46692_2022062500.L1.csv "
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,Altitude,GPS Altitude,Dewpoint,Uwnd,Vwnd,Ascent
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m,m,deg C,m/s,m/s,m/s
Data,3620.9,63.10,-66.50,3.40,15.90,80.80,,,19360.0,,-90.11,-15.70,-2.54,
Data,3621.9,63.00,-66.50,3.50,15.80,81.30,,,19367.0,,-89.93,-15.62,-2.39,
Data,3622.9,63.00,-66.60,3.50,15.80,81.80,,,19375.0,,-90.01,-15.64,-2.25,
Data,3623.9,62.90,-66.60,3.50,15.80,82.20,,,19379.0,,-90.01,-15.65,-2.14,
Data,3624.9,62.90,-66.70,3.60,15.70,82.70,,,19382.0,,-89.91,-15.57,-1.99,
Data,3625.9,62.80,-66.70,3.60,15.70,83.20,,,19389.0,,-89.91,-15.59,-1.86,
Data,3626.9,62.70,-66.80,3.60,15.70,83.70,,,19396.0,,-89.99,-15.61,-1.72,
Data,3627.9,62.70,-66.80,3.60,15.70,84.30,,,19401.0,,-89.99,-15.62,-1.56,
Data,3628.9,62.60,-66.90,3.70,15.60,84.80,,,19408.0,,-89.90,-15.54,-1.41,
Data,3629.9,62.60,-66.90,3.70,15.60,85.30,,,19414.0,,-89.90,-15.55,-1.28,
Data,3630.9,62.50,-67.00,3.70,15.60,85.90,,,19420.0,,-89.98,-15.56,-1.12,
Data,3631.9,62.40,-67.00,3.70,15.60,86.50,,,19427.0,,-89.98,-15.57,-0.95,
Data,3632.9,62.40,-67.10,3.80,15.50,87.00,,,19430.0,,-89.89,-15.48,-0.81,
Data,3633.9,62.30,-67.10,3.80,15.50,87.60,,,19436.0,,-89.89,-15.49,-0.65,
Data,3634.9,62.30,-67.20,3.80,15.50,88.20,,,19442.0,,-89.97,-15.49,-0.49,
Data,3635.9,62.20,-67.20,3.80,15.50,88.80,,,19447.0,,-89.97,-15.50,-0.32,
Data,3636.9,62.10,-67.30,3.90,15.50,89.50,,,19453.0,,-89.89,-15.50,-0.14,
Data,3637.9,62.10,-67.30,3.90,15.40,90.10,,,19460.0,,-89.89,-15.40,0.03,
Data,3638.9,62.00,-67.30,3.90,15.40,90.70,,,19465.0,,-89.89,-15.40,0.19,
Data,3639.9,62.00,-67.40,3.90,15.40,91.40,,,19472.0,,-89.97,-15.40,0.38,
Data,3640.9,61.90,-67.40,3.90,15.40,92.00,,,19478.0,,-89.97,-15.39,0.54,
Data,3641.9,61.80,-67.40,3.90,15.40,92.70,,,19483.0,,-89.97,-15.38,0.73,
Data,3642.9,61.80,-67.50,3.90,15.30,93.30,,,19488.0,,-90.05,-15.27,0.88,
Data,3643.9,61.70,-67.50,3.90,15.30,94.00,,,19493.0,,-90.05,-15.26,1.07,
Data,3644.9,61.70,-67.50,3.90,15.30,94.70,,,19500.0,,-90.05,-15.25,1.25,
Data,3645.9,61.60,-67.60,3.90,15.30,95.30,,,19506.0,,-90.13,-15.23,1.41,
Data,3646.9,61.50,-67.60,3.90,15.30,96.00,,,19512.0,,-90.13,-15.22,1.60,
Data,3647.9,61.50,-67.60,3.90,15.20,96.70,,,19520.0,,-90.13,-15.10,1.77,
Data,3648.9,61.40,-67.60,3.90,15.20,97.40,,,19524.0,,-90.13,-15.07,1.96,
Data,3649.9,61.40,-67.60,3.90,15.20,98.10,,,19529.0,,-90.13,-15.05,2.14,
Data,3650.9,61.30,-67.70,3.90,15.10,98.70,,,19534.0,,-90.21,-14.93,2.28,
Data,3651.9,61.30,-67.70,3.90,15.10,99.40,,,19541.0,,-90.21,-14.90,2.47,
Data,3652.9,61.20,-67.70,3.90,15.10,100.10,,,19546.0,,-90.21,-14.87,2.65,
Data,3653.9,61.10,-67.70,3.80,15.00,100.80,,,19553.0,,-90.37,-14.73,2.81,
Data,3654.9,61.10,-67.70,3.80,15.00,101.50,,,19557.0,,-90.37,-14.70,2.99,
Data,3655.9,61.00,-67.60,3.80,15.00,102.20,,,19563.0,,-90.29,-14.66,3.17,
Data,3656.9,61.00,-67.60,3.80,14.90,102.90,,,19568.0,,-90.29,-14.52,3.33,
Data,3657.9,60.90,-67.50,3.80,14.90,103.60,,,19575.0,,-90.21,-14.48,3.50,
Data,3658.9,60.80,-67.50,3.70,14.80,104.30,,,19581.0,,-90.37,-14.34,3.66,
Data,3659.9,60.80,-67.40,3.70,14.80,105.00,,,19585.0,,-90.29,-14.30,3.83,
Data,3660.9,60.70,-67.40,3.70,14.70,105.60,,,19591.0,,-90.29,-14.16,3.95,
Data,3661.9,60.70,-67.30,3.70,14.60,106.30,,,19599.0,,-90.21,-14.01,4.10,
Data,3662.9,60.60,-67.30,3.60,14.60,107.00,,,19604.0,,-90.38,-13.96,4.27,
Data,3663.9,60.60,-67.20,3.60,14.50,107.60,,,19608.0,,-90.30,-13.82,4.38,
Data,3664.9,60.50,-67.20,3.60,14.40,108.30,,,19614.0,,-90.30,-13.67,4.52,
Data,3665.9,60.40,-67.20,3.60,14.40,108.90,,,19620.0,,-90.30,-13.62,4.66,
Data,3666.9,60.40,-67.20,3.60,14.30,109.60,,,19626.0,,-90.30,-13.47,4.80,
Data,3667.9,60.30,-67.10,3.50,14.20,110.20,,,19631.0,,-90.40,-13.33,4.90,
Data,3668.9,60.30,-67.10,3.50,14.10,110.80,,,19637.0,,-90.40,-13.18,5.01,
Data,3669.9,60.20,-67.10,3.50,14.10,111.40,,,19642.0,,-90.40,-13.13,5.14,
Data,3670.9,60.20,-67.10,3.50,14.00,112.00,,,19647.0,,-90.40,-12.98,5.24,
Data,3671.9,60.10,-67.10,3.50,13.90,112.60,,,19652.0,,-90.40,-12.83,5.34,
Data,3672.9,60.10,-67.10,3.50,13.80,113.10,,,19660.0,,-90.40,-12.69,5.41,
Data,3673.9,60.00,-67.10,3.40,13.70,113.70,,,19665.0,,-90.58,-12.54,5.51,
Data,3674.9,59.90,-67.10,3.40,13.60,114.20,,,19670.0,,-90.58,-12.40,5.58,
Data,3675.9,59.90,-67.10,3.40,13.60,114.80,,,19676.0,,-90.58,-12.35,5.70,
Data,3676.9,59.80,-67.10,3.40,13.50,115.30,,,19683.0,,-90.58,-12.21,5.77,
Data,3677.9,59.80,-67.10,3.40,13.40,115.70,,,19688.0,,-90.58,-12.07,5.81,
Data,3678.9,59.70,-67.00,3.40,13.30,116.20,,,19695.0,,-90.50,-11.93,5.87,
Data,3679.9,59.70,-67.00,3.40,13.20,116.60,,,19698.0,,-90.50,-11.80,5.91,
Data,3680.9,59.60,-67.00,3.40,13.20,116.90,,,19705.0,,-90.50,-11.77,5.97,
Data,3681.9,59.50,-67.00,3.40,13.10,117.20,,,19711.0,,-90.50,-11.65,5.99,
Data,3682.9,59.50,-67.00,3.40,13.00,117.50,,,19717.0,,-90.50,-11.53,6.00,
Data,3683.9,59.40,-67.00,3.40,13.00,117.70,,,19722.0,,-90.50,-11.51,6.04,
Data,3684.9,59.40,-66.90,3.40,12.90,118.00,,,19728.0,,-90.42,-11.39,6.06,
Data,3685.9,59.30,-66.90,3.40,12.90,118.20,,,19735.0,,-90.42,-11.37,6.10,
Data,3686.9,59.30,-66.90,3.40,12.80,118.40,,,19741.0,,-90.42,-11.26,6.09,
Data,3687.9,59.20,-66.90,3.40,12.70,118.70,,,19746.0,,-90.42,-11.14,6.10,
Data,3688.9,59.20,-66.90,3.40,12.60,118.90,,,19750.0,,-90.42,-11.03,6.09,
Data,3689.9,59.10,-67.00,3.40,12.60,119.10,,,19755.0,,-90.50,-11.01,6.13,
Data,3690.9,59.00,-67.00,3.50,12.50,119.20,,,19762.0,,-90.32,-10.91,6.10,
Data,3691.9,59.00,-67.00,3.50,12.40,119.30,,,19768.0,,-90.32,-10.81,6.07,
Data,3692.9,58.90,-67.00,3.50,12.30,119.40,,,19772.0,,-90.32,-10.72,6.04,
Data,3693.9,58.90,-67.10,3.50,12.30,119.40,,,19778.0,,-90.40,-10.72,6.04,
Data,3694.9,58.80,-67.10,3.50,12.20,119.40,,,19784.0,,-90.40,-10.63,5.99,
Data,3695.9,58.80,-67.20,3.50,12.20,119.40,,,19788.0,,-90.48,-10.63,5.99,
Data,3696.9,58.70,-67.20,3.50,12.10,119.30,,,19795.0,,-90.48,-10.55,5.92,
Data,3697.9,58.70,-67.20,3.50,12.00,119.20,,,19802.0,,-90.48,-10.48,5.85,
Data,3698.9,58.60,-67.30,3.50,12.00,119.10,,,19808.0,,-90.56,-10.49,5.84,
Data,3699.9,58.50,-67.30,3.50,11.90,118.90,,,19815.0,,-90.56,-10.42,5.75,
Data,3700.9,58.50,-67.30,3.50,11.80,118.70,,,19822.0,,-90.56,-10.35,5.67,
Data,3701.9,58.40,-67.40,3.50,11.70,118.40,,,19824.0,,-90.64,-10.29,5.56,
Data,3702.9,58.40,-67.40,3.50,11.60,118.10,,,19825.0,,-90.64,-10.23,5.46,
Data,3703.9,58.30,-67.40,3.50,11.50,117.70,,,19834.0,,-90.64,-10.18,5.35,
Data,3704.9,58.30,-67.50,3.50,11.50,117.20,,,19840.0,,-90.71,-10.23,5.26,
Data,3705.9,58.20,-67.50,3.50,11.40,116.70,,,19846.0,,-90.71,-10.18,5.12,
Data,3706.9,58.20,-67.50,3.50,11.30,116.10,,,19851.0,,-90.71,-10.15,4.97,
Data,3707.9,58.10,-67.50,3.50,11.20,115.50,,,19856.0,,-90.71,-10.11,4.82,
Data,3708.9,58.10,-67.50,3.50,11.10,114.80,,,19863.0,,-90.71,-10.08,4.66,
Data,3709.9,58.00,-67.50,3.50,11.10,114.10,,,19869.0,,-90.71,-10.13,4.53,
Data,3710.9,58.00,-67.50,3.50,11.00,113.20,,,19875.0,,-90.71,-10.11,4.33,
Data,3711.9,57.90,-67.50,3.50,10.90,112.40,,,19877.0,,-90.71,-10.08,4.15,
Data,3712.9,57.90,-67.50,3.40,10.90,111.50,,,19882.0,,-90.89,-10.14,3.99,
Data,3713.9,57.80,-67.40,3.40,10.80,110.50,,,19887.0,,-90.81,-10.12,3.78,
Data,3714.9,57.80,-67.40,3.40,10.80,109.50,,,19894.0,,-90.81,-10.18,3.61,
Data,3715.9,57.70,-67.40,3.40,10.70,108.50,,,19898.0,,-90.81,-10.15,3.40,
Data,3716.9,57.70,-67.30,3.40,10.70,107.50,,,19904.0,,-90.74,-10.20,3.22,
Data,3717.9,57.60,-67.30,3.40,10.70,106.40,,,19912.0,,-90.74,-10.26,3.02,
Data,3718.9,57.60,-67.30,3.40,10.70,105.40,,,19914.0,,-90.74,-10.32,2.84,
Data,3719.9,57.50,-67.30,3.40,10.70,104.30,,,19921.0,,-90.74,-10.37,2.64,
Data,3720.9,57.40,-67.20,3.40,10.70,103.30,,,19927.0,,-90.66,-10.41,2.46,
Data,3721.9,57.40,-67.20,3.30,10.70,102.30,,,19934.0,,-90.84,-10.45,2.28,
Data,3722.9,57.30,-67.20,3.30,10.70,101.30,,,19938.0,,-90.84,-10.49,2.10,
Data,3723.9,57.30,-67.20,3.30,10.70,100.30,,,19944.0,,-90.84,-10.53,1.91,
Data,3724.9,57.20,-67.10,3.30,10.80,99.40,,,19948.0,,-90.76,-10.65,1.76,
Data,3725.9,57.20,-67.10,3.30,10.80,98.50,,,19954.0,,-90.76,-10.68,1.60,
Data,3726.9,57.10,-67.10,3.30,10.90,97.80,,,19961.0,,-90.76,-10.80,1.48,
Data,3727.9,57.10,-67.00,3.30,10.90,97.00,,,19965.0,,-90.68,-10.82,1.33,
Data,3728.9,57.00,-67.00,3.30,11.00,96.40,,,19972.0,,-90.68,-10.93,1.23,
Data,3729.9,57.00,-67.00,3.20,11.10,95.80,,,19978.0,,-90.87,-11.04,1.12,
Data,3730.9,56.90,-67.00,3.20,11.10,95.30,,,19982.0,,-90.87,-11.05,1.03,
Data,3731.9,56.90,-67.00,3.20,11.20,94.90,,,19988.0,,-90.87,-11.16,0.96,
Data,3732.9,56.80,-67.00,3.20,11.30,94.50,,,19992.0,,-90.87,-11.27,0.89,
Data,3733.9,56.80,-67.00,3.20,11.40,94.30,,,19998.0,,-90.87,-11.37,0.85,
Data,3734.9,56.70,-67.00,3.20,11.50,94.10,,,20000.0,,-90.87,-11.47,0.82,
Data,3735.9,56.70,-66.90,3.10,11.60,94.00,,,20007.0,,-90.99,-11.57,0.81,
Data,3736.9,56.60,-66.90,3.10,11.60,94.00,,,20013.0,,-90.99,-11.57,0.81,
Data,3737.9,56.60,-66.90,3.10,11.70,94.00,,,20017.0,,-90.99,-11.67,0.82,
Data,3738.9,56.50,-66.80,3.10,11.80,94.10,,,20024.0,,-90.91,-11.77,0.84,
Data,3739.9,56.50,-66.80,3.10,11.90,94.30,,,20028.0,,-90.91,-11.87,0.89,
Data,3740.9,56.40,-66.70,3.00,12.00,94.50,,,20035.0,,-91.03,-11.96,0.94,
Data,3741.9,56.40,-66.60,3.00,12.10,94.80,,,20043.0,,-90.96,-12.06,1.01,
Data,3742.9,56.30,-66.50,3.00,12.20,95.10,,,20047.0,,-90.88,-12.15,1.08,
Data,3743.9,56.30,-66.40,3.00,12.20,95.50,,,20051.0,,-90.80,-12.14,1.17,
Data,3744.9,56.20,-66.30,3.00,12.30,95.90,,,20056.0,,-90.72,-12.23,1.26,
Data,3745.9,56.20,-66.20,2.90,12.40,96.40,,,20061.0,,-90.85,-12.32,1.38,
Data,3746.9,56.10,-66.10,2.90,12.50,96.80,,,20068.0,,-90.78,-12.41,1.48,
Data,3747.9,56.10,-66.10,2.90,12.50,97.30,,,20072.0,,-90.78,-12.40,1.59,
Data,3748.9,56.00,-66.10,2.90,12.60,97.80,,,20077.0,,-90.78,-12.48,1.71,
Data,3749.9,56.00,-66.00,2.90,12.60,98.30,,,20083.0,,-90.70,-12.47,1.82,
Data,3750.9,55.90,-66.00,2.90,12.70,98.70,,,20088.0,,-90.70,-12.55,1.92,
Data,3751.9,55.90,-66.00,2.90,12.70,99.20,,,20094.0,,-90.70,-12.54,2.03,
Data,3752.9,55.80,-66.00,2.90,12.80,99.60,,,20099.0,,-90.70,-12.62,2.13,
Data,3753.9,55.80,-66.00,2.80,12.80,100.00,,,20103.0,,-90.91,-12.61,2.22,
Data,3754.9,55.70,-66.00,2.80,12.80,100.40,,,20110.0,,-90.91,-12.59,2.31,
Data,3755.9,55.70,-66.00,2.80,12.80,100.80,,,20116.0,,-90.91,-12.57,2.40,
Data,3756.9,55.60,-66.00,2.80,12.80,101.10,,,20121.0,,-90.91,-12.56,2.46,
Data,3757.9,55.60,-66.00,2.80,12.80,101.30,,,20128.0,,-90.91,-12.55,2.51,
Data,3758.9,55.50,-66.00,2.80,12.80,101.50,,,20132.0,,-90.91,-12.54,2.55,
Data,3759.9,55.50,-65.90,2.80,12.70,101.70,,,20137.0,,-90.84,-12.44,2.58,
Data,3760.9,55.40,-65.90,2.80,12.70,101.80,,,20141.0,,-90.84,-12.43,2.60,
Data,3761.9,55.40,-65.90,2.80,12.60,101.80,,,20148.0,,-90.84,-12.33,2.58,
Data,3762.9,55.30,-65.90,2.80,12.50,101.80,,,20152.0,,-90.84,-12.24,2.56,
Data,3763.9,55.30,-65.90,2.70,12.50,101.70,,,20158.0,,-91.06,-12.24,2.53,
Data,3764.9,55.20,-65.90,2.70,12.40,101.60,,,20164.0,,-91.06,-12.15,2.49,
Data,3765.9,55.20,-65.80,2.70,12.30,101.40,,,20167.0,,-90.98,-12.06,2.43,
Data,3766.9,55.10,-65.80,2.70,12.10,101.10,,,20175.0,,-90.98,-11.87,2.33,
Data,3767.9,55.10,-65.80,2.70,12.00,100.70,,,20181.0,,-90.98,-11.79,2.23,
Data,3768.9,55.10,-65.80,2.70,11.90,100.30,,,20184.0,,-90.98,-11.71,2.13,
Data,3769.9,55.00,-65.70,2.70,11.80,99.80,,,20190.0,,-90.90,-11.63,2.01,
Data,3770.9,55.00,-65.70,2.70,11.60,99.30,,,20196.0,,-90.90,-11.45,1.87,
Data,3771.9,54.90,-65.60,2.60,11.50,98.70,,,20200.0,,-91.06,-11.37,1.74,
Data,3772.9,54.90,-65.50,2.60,11.40,98.00,,,20207.0,,-90.98,-11.29,1.59,
Data,3773.9,54.80,-65.50,2.60,11.20,97.20,,,20211.0,,-90.98,-11.11,1.40,
Data,3774.9,54.80,-65.40,2.60,11.10,96.40,,,20216.0,,-90.90,-11.03,1.24,
Data,3775.9,54.70,-65.40,2.60,11.00,95.60,,,20222.0,,-90.90,-10.95,1.07,
Data,3776.9,54.70,-65.30,2.60,10.80,94.70,,,20226.0,,-90.83,-10.76,0.88,
Data,3777.9,54.60,-65.30,2.60,10.70,93.80,,,20232.0,,-90.83,-10.68,0.71,
Data,3778.9,54.60,-65.30,2.60,10.60,92.80,,,20239.0,,-90.83,-10.59,0.52,
Data,3779.9,54.50,-65.30,2.60,10.50,91.80,,,20245.0,,-90.83,-10.49,0.33,
Data,3780.9,54.50,-65.30,2.60,10.40,90.70,,,20252.0,,-90.83,-10.40,0.13,
Data,3781.9,54.40,-65.30,2.60,10.30,89.70,,,20257.0,,-90.83,-10.30,-0.05,
Data,3782.9,54.40,-65.30,2.60,10.20,88.60,,,20262.0,,-90.83,-10.20,-0.25,
Data,3783.9,54.30,-65.30,2.60,10.10,87.60,,,20267.0,,-90.83,-10.09,-0.42,
Data,3784.9,54.30,-65.30,2.60,10.10,86.50,,,20271.0,,-90.83,-10.08,-0.62,
Data,3785.9,54.20,-65.30,2.60,10.00,85.50,,,20276.0,,-90.83,-9.97,-0.78,
Data,3786.9,54.20,-65.30,2.60,9.90,84.40,,,20280.0,,-90.83,-9.85,-0.97,
Data,3787.9,54.10,-65.20,2.60,9.90,83.40,,,20288.0,,-90.75,-9.83,-1.14,
Data,3788.9,54.10,-65.20,2.60,9.90,82.40,,,20294.0,,-90.75,-9.81,-1.31,
Data,3789.9,54.00,-65.20,2.60,9.80,81.40,,,20300.0,,-90.75,-9.69,-1.47,
Data,3790.9,54.00,-65.20,2.60,9.80,80.40,,,20306.0,,-90.75,-9.66,-1.63,
Data,3791.9,53.90,-65.20,2.60,9.70,79.40,,,20311.0,,-90.75,-9.53,-1.78,
Data,3792.9,53.90,-65.20,2.60,9.70,78.50,,,20317.0,,-90.75,-9.51,-1.93,
Data,3793.9,53.80,-65.20,2.60,9.70,77.60,,,20324.0,,-90.75,-9.47,-2.08,
Data,3794.9,53.80,-65.20,2.60,9.70,76.70,,,20331.0,,-90.75,-9.44,-2.23,
Data,3795.9,53.70,-65.20,2.60,9.60,75.80,,,20336.0,,-90.75,-9.31,-2.35,
Data,3796.9,53.70,-65.20,2.60,9.60,74.90,,,20339.0,,-90.75,-9.27,-2.50,
Data,3797.9,53.60,-65.20,2.60,9.60,74.10,,,20343.0,,-90.75,-9.23,-2.63,
Data,3798.9,53.60,-65.20,2.60,9.60,73.30,,,20347.0,,-90.75,-9.20,-2.76,
Data,3799.9,53.50,-65.20,2.50,9.60,72.50,,,20354.0,,-90.99,-9.16,-2.89,
Data,3800.9,53.50,-65.20,2.50,9.60,71.80,,,20359.0,,-90.99,-9.12,-3.00,
Data,3801.9,53.40,-65.20,2.50,9.60,71.00,,,20363.0,,-90.99,-9.08,-3.13,
Data,3802.9,53.40,-65.20,2.50,9.60,70.30,,,20371.0,,-90.99,-9.04,-3.24,
Data,3803.9,53.40,-65.20,2.50,9.60,69.70,,,20376.0,,-90.99,-9.00,-3.33,
Data,3804.9,53.30,-65.20,2.50,9.60,69.00,,,20381.0,,-90.99,-8.96,-3.44,
Data,3805.9,53.30,-65.20,2.50,9.60,68.40,,,20387.0,,-90.99,-8.93,-3.53,
Data,3806.9,53.20,-65.10,2.50,9.70,67.90,,,20392.0,,-90.91,-8.99,-3.65,
Data,3807.9,53.20,-65.10,2.50,9.70,67.40,,,20399.0,,-90.91,-8.96,-3.73,
Data,3808.9,53.10,-65.10,2.50,9.80,66.90,,,20405.0,,-90.91,-9.01,-3.84,
Data,3809.9,53.10,-65.00,2.50,9.80,66.50,,,20408.0,,-90.84,-8.99,-3.91,
Data,3810.9,53.00,-65.00,2.50,9.90,66.10,,,20413.0,,-90.84,-9.05,-4.01,
Data,3811.9,53.00,-64.90,2.40,9.90,65.80,,,20418.0,,-91.01,-9.03,-4.06,
Data,3812.9,52.90,-64.90,2.40,10.00,65.60,,,20421.0,,-91.01,-9.11,-4.13,
Data,3813.9,52.90,-64.90,2.40,10.10,65.40,,,20428.0,,-91.01,-9.18,-4.20,
Data,3814.9,52.80,-64.80,2.40,10.20,65.20,,,20433.0,,-90.93,-9.26,-4.28,
Data,3815.9,52.80,-64.80,2.40,10.30,65.10,,,20440.0,,-90.93,-9.34,-4.34,
Data,3816.9,52.70,-64.80,2.40,10.40,65.10,,,20445.0,,-90.93,-9.43,-4.38,
Data,3817.9,52.70,-64.80,2.40,10.50,65.10,,,20452.0,,-90.93,-9.52,-4.42,
Data,3818.9,52.60,-64.70,2.40,10.70,65.10,,,20458.0,,-90.86,-9.71,-4.51,
Data,3819.9,52.60,-64.70,2.40,10.80,65.20,,,20464.0,,-90.86,-9.80,-4.53,
Data,3820.9,52.50,-64.70,2.40,11.00,65.30,,,20470.0,,-90.86,-9.99,-4.60,
Data,3821.9,52.50,-64.70,2.40,11.10,65.50,,,20476.0,,-90.86,-10.10,-4.60,
Data,3822.9,52.40,-64.70,2.40,11.30,65.60,,,20480.0,,-90.86,-10.29,-4.67,
Data,3823.9,52.40,-64.70,2.40,11.50,65.80,,,20485.0,,-90.86,-10.49,-4.71,
Data,3824.9,52.40,-64.70,2.40,11.60,66.00,,,20490.0,,-90.86,-10.60,-4.72,
Data,3825.9,52.30,-64.60,2.40,11.80,66.20,,,20495.0,,-90.78,-10.80,-4.76,
Data,3826.9,52.30,-64.60,2.40,12.00,66.40,,,20502.0,,-90.78,-11.00,-4.80,
Data,3827.9,52.20,-64.60,2.40,12.20,66.50,,,20508.0,,-90.78,-11.19,-4.86,
Data,3828.9,52.20,-64.60,2.40,12.40,66.70,,,20513.0,,-90.78,-11.39,-4.90,
Data,3829.9,52.10,-64.60,2.40,12.50,66.90,,,20522.0,,-90.78,-11.50,-4.90,
Data,3830.9,52.10,-64.60,2.40,12.70,67.10,,,20525.0,,-90.78,-11.70,-4.94,
Data,3831.9,52.00,-64.60,2.40,12.90,67.20,,,20529.0,,-90.78,-11.89,-5.00,
Data,3832.9,52.00,-64.60,2.40,13.10,67.30,,,20536.0,,-90.78,-12.09,-5.06,
Data,3833.9,51.90,-64.60,2.40,13.30,67.50,,,20541.0,,-90.78,-12.29,-5.09,
Data,3834.9,51.90,-64.60,2.40,13.50,67.60,,,20546.0,,-90.78,-12.48,-5.14,
Data,3835.9,51.80,-64.60,2.40,13.70,67.60,,,20552.0,,-90.78,-12.67,-5.22,
Data,3836.9,51.80,-64.60,2.40,13.90,67.70,,,20557.0,,-90.78,-12.86,-5.27,
Data,3837.9,51.70,-64.70,2.40,14.10,67.80,,,20563.0,,-90.86,-13.05,-5.33,
Data,3838.9,51.70,-64.70,2.50,14.20,67.80,,,20574.0,,-90.61,-13.15,-5.37,
Data,3839.9,51.60,-64.70,2.50,14.40,67.90,,,20575.0,,-90.61,-13.34,-5.42,
Data,3840.9,51.60,-64.70,2.50,14.60,67.90,,,20579.0,,-90.61,-13.53,-5.49,
Data,3841.9,51.50,-64.80,2.50,14.80,68.00,,,20587.0,,-90.68,-13.72,-5.54,
Data,3842.9,51.50,-64.80,2.50,15.00,68.00,,,20594.0,,-90.68,-13.91,-5.62,
Data,3843.9,51.40,-64.80,2.50,15.10,68.00,,,20600.0,,-90.68,-14.00,-5.66,
Data,3844.9,51.40,-64.90,2.50,15.30,68.10,,,20607.0,,-90.76,-14.20,-5.71,
Data,3845.9,51.30,-64.90,2.50,15.40,68.10,,,20611.0,,-90.76,-14.29,-5.74,
Data,3846.9,51.30,-64.90,2.50,15.60,68.10,,,20617.0,,-90.76,-14.47,-5.82,
Data,3847.9,51.20,-65.00,2.50,15.80,68.20,,,20621.0,,-90.84,-14.67,-5.87,
Data,3848.9,51.20,-65.00,2.50,15.90,68.20,,,20627.0,,-90.84,-14.76,-5.90,
Data,3849.9,51.10,-65.00,2.50,16.00,68.30,,,20633.0,,-90.84,-14.87,-5.92,
Data,3850.9,51.10,-65.00,2.50,16.20,68.40,,,20638.0,,-90.84,-15.06,-5.96,
Data,3851.9,51.10,-65.00,2.50,16.30,68.50,,,20644.0,,-90.84,-15.17,-5.97,
Data,3852.9,51.00,-65.00,2.50,16.40,68.60,,,20651.0,,-90.84,-15.27,-5.98,
Data,3853.9,51.00,-65.00,2.50,16.60,68.70,,,20656.0,,-90.84,-15.47,-6.03,
Data,3854.9,50.90,-65.00,2.50,16.70,68.80,,,20662.0,,-90.84,-15.57,-6.04,
Data,3855.9,50.90,-65.00,2.50,16.80,68.90,,,20667.0,,-90.84,-15.67,-6.05,
Data,3856.9,50.80,-65.00,2.50,16.90,69.00,,,20673.0,,-90.84,-15.78,-6.06,
Data,3857.9,50.80,-65.00,2.50,17.00,69.10,,,20677.0,,-90.84,-15.88,-6.06,
Data,3858.9,50.70,-65.00,2.50,17.10,69.20,,,20683.0,,-90.84,-15.99,-6.07,
Data,3859.9,50.70,-65.00,2.50,17.20,69.40,,,20686.0,,-90.84,-16.10,-6.05,
Data,3860.9,50.60,-65.00,2.50,17.30,69.50,,,20691.0,,-90.84,-16.20,-6.06,
Data,3861.9,50.60,-65.00,2.50,17.40,69.60,,,20698.0,,-90.84,-16.31,-6.07,
Data,3862.9,50.50,-65.00,2.50,17.40,69.70,,,20704.0,,-90.84,-16.32,-6.04,
Data,3863.9,50.50,-65.00,2.50,17.50,69.80,,,20710.0,,-90.84,-16.42,-6.04,
Data,3864.9,50.50,-65.00,2.50,17.60,69.90,,,20717.0,,-90.84,-16.53,-6.05,
Data,3865.9,50.40,-65.00,2.50,17.70,70.00,,,20723.0,,-90.84,-16.63,-6.05,
Data,3866.9,50.40,-65.00,2.50,17.70,70.10,,,20729.0,,-90.84,-16.64,-6.02,
Data,3867.9,50.30,-65.00,2.50,17.80,70.20,,,20735.0,,-90.84,-16.75,-6.03,
Data,3868.9,50.30,-65.00,2.50,17.80,70.20,,,20742.0,,-90.84,-16.75,-6.03,
Data,3869.9,50.20,-65.00,2.50,17.90,70.30,,,20746.0,,-90.84,-16.85,-6.03,
Data,3870.9,50.20,-65.10,2.50,18.00,70.40,,,20753.0,,-90.91,-16.96,-6.04,
Data,3871.9,50.10,-65.10,2.40,18.00,70.40,,,20759.0,,-91.16,-16.96,-6.04,
Data,3872.9,50.10,-65.10,2.40,18.10,70.50,,,20764.0,,-91.16,-17.06,-6.04,
Data,3873.9,50.00,-65.00,2.40,18.10,70.50,,,20769.0,,-91.09,-17.06,-6.04,
